Individual,Block,Strain,Replicate,Cell,Environment,Sex,Focal haplotype,Social haplotype,Mortality,Social Survival,Development time (hrs),Wing size (mm),Day emerged,Hours from lights on,Female offspring,Male offspring,Total female assay,Male red 1,Female red 1,Total red vial 1,Male bw 1,Female bw 1,Total bw vial 1,Proportion red vial 1,Male red 2,Female red 2,Total red vial 2,Male bw 2,Female bw 2,Total bw vial 2,Proportion red vial 2,Total red all vials,Total bw all vials,Proportion red all vials
437,2,Israel 1,9,19,3,F,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,2,Israel 1,9,19,3,M,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,2,Sweden 1,9,20,3,F,Sweden,Israel,N,L,297,NA,12,11,17,22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,2,Israel 1,9,20,3,M,Israel,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
441,2,Barcelona 1,9,21,3,F,Barcelona,Sweden,N,N,269,NA,11,7,31,19,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,2,Sweden 1,9,21,3,M,Sweden,Barcelona,N,N,294,NA,12,8,NA,NA,NA,0,0,0,7,15,22,0,0,0,0,2,3,5,0,0,27,0
443,2,Brownsville 1,9,22,3,F,Brownsville,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,2,Sweden 1,9,22,3,M,Sweden,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
445,2,Dahomey 1,9,23,3,F,Dahomey,Sweden,N,N,262,NA,10,0,35,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,2,Sweden 1,9,23,3,M,Sweden,Dahomey,N,N,266,NA,11,4,NA,NA,NA,0,0,0,12,19,31,0,0,0,0,0,3,3,0,0,34,0
447,2,Israel 1,9,24,3,F,Israel,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,2,Sweden 1,9,24,3,M,Sweden,Israel,N,L,265,NA,11,3,NA,NA,NA,26,27,53,0,0,0,1,10,16,26,4,3,7,0.787878788,79,7,0.918604651
449,2,Sweden 1,9,25,3,F,Sweden,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,2,Sweden 1,9,25,3,M,Sweden,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
451,2,Barcelona 1,10,1,3,F,Barcelona,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,2,Barcelona 1,10,1,3,M,Barcelona,Barcelona,N,P,270,NA,11,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2,Brownsville 1,10,2,3,F,Brownsville,Barcelona,N,L,266,NA,11,4,45,56,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,2,Barcelona 1,10,2,3,M,Barcelona,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
455,2,Dahomey 1,10,3,3,F,Dahomey,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,2,Barcelona 1,10,3,3,M,Barcelona,Dahomey,N,P,277,NA,11,15,NA,NA,NA,25,27,52,0,0,0,1,4,3,7,0,0,0,1,59,0,1
457,2,Israel 1,10,4,3,F,Israel,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,2,Barcelona 1,10,4,3,M,Barcelona,Israel,N,P,271,NA,11,9,NA,NA,NA,30,26,56,0,0,0,1,8,10,18,0,0,0,1,74,0,1
459,2,Sweden 1,10,5,3,F,Sweden,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,2,Barcelona 1,10,5,3,M,Barcelona,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,2,Barcelona 1,10,6,3,F,Barcelona,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,2,Brownsville 1,10,6,3,M,Brownsville,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
463,2,Brownsville 1,10,7,3,F,Brownsville,Brownsville,N,N,265,NA,11,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,2,Brownsville 1,10,7,3,M,Brownsville,Brownsville,N,N,265,NA,11,3,NA,NA,NA,0,0,0,5,15,20,0,0,0,0,10,7,17,0,0,37,0
465,2,Dahomey 1,10,8,3,F,Dahomey,Brownsville,N,N,286,NA,12,0,17,31,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,2,Brownsville 1,10,8,3,M,Brownsville,Dahomey,N,N,264,NA,11,2,NA,NA,NA,0,0,0,21,33,54,0,0,0,0,3,9,12,0,0,66,0
467,2,Israel 1,10,9,3,F,Israel,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,2,Brownsville 1,10,9,3,M,Brownsville,Israel,N,P,276,NA,11,14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2,Sweden 1,10,10,3,F,Sweden,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,2,Brownsville 1,10,10,3,M,Brownsville,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
471,2,Barcelona 1,10,11,3,F,Barcelona,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,2,Dahomey 1,10,11,3,M,Dahomey,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
473,2,Brownsville 1,10,12,3,F,Brownsville,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,2,Dahomey 1,10,12,3,M,Dahomey,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
475,2,Dahomey 1,10,13,3,F,Dahomey,Dahomey,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,2,Dahomey 1,10,13,3,M,Dahomey,Dahomey,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
477,2,Israel 1,10,14,3,F,Israel,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,2,Dahomey 1,10,14,3,M,Dahomey,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,2,Sweden 1,10,15,3,F,Sweden,Dahomey,N,L,272,NA,11,10,34,40,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2,Dahomey 1,10,15,3,M,Dahomey,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
481,2,Barcelona 1,10,16,3,F,Barcelona,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,2,Israel 1,10,16,3,M,Israel,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
483,2,Brownsville 1,10,17,3,F,Brownsville,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,2,Israel 1,10,17,3,M,Israel,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
485,2,Dahomey 1,10,18,3,F,Dahomey,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,2,Israel 1,10,18,3,M,Israel,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,2,Israel 1,10,19,3,F,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,2,Israel 1,10,19,3,M,Israel,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,2,Sweden 1,10,20,3,F,Sweden,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,2,Israel 1,10,20,3,M,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,2,Barcelona 1,10,21,3,F,Barcelona,Sweden,N,P,287,NA,12,1,22,25,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,2,Sweden 1,10,21,3,M,Sweden,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
493,2,Brownsville 1,10,22,3,F,Brownsville,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,2,Sweden 1,10,22,3,M,Sweden,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
495,2,Dahomey 1,10,23,3,F,Dahomey,Sweden,N,L,270,NA,11,8,38,33,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,2,Sweden 1,10,23,3,M,Sweden,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
497,2,Israel 1,10,24,3,F,Israel,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,2,Sweden 1,10,24,3,M,Sweden,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
499,2,Sweden 1,10,25,3,F,Sweden,Sweden,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,2,Sweden 1,10,25,3,M,Sweden,Sweden,N,N,294,NA,12,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2,Barcelona 2,11,1,4,F,Barcelona,Barcelona,N,N,246,NA,10,8,25,20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,2,Barcelona 2,11,1,4,M,Barcelona,Barcelona,N,N,271,NA,11,9,NA,NA,NA,0,0,0,21,32,53,0,0,0,0,6,5,11,0,0,64,0
503,2,Brownsville 2,11,2,4,F,Brownsville,Barcelona,N,N,271,NA,11,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,2,Barcelona 2,11,2,4,M,Barcelona,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2,Dahomey 2,11,3,4,F,Dahomey,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,2,Barcelona 2,11,3,4,M,Barcelona,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,2,Israel 2,11,4,4,F,Israel,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,2,Barcelona 2,11,4,4,M,Barcelona,Israel,N,P,262,NA,10,0,NA,NA,NA,0,0,0,27,35,62,0,0,0,0,14,4,18,0,0,80,0
509,2,Sweden 2,11,5,4,F,Sweden,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,2,Barcelona 2,11,5,4,M,Barcelona,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,2,Barcelona 2,11,6,4,F,Barcelona,Brownsville,N,N,NA,NA,NA,NA,32,25,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,2,Brownsville 2,11,6,4,M,Brownsville,Barcelona,N,N,270,NA,11,8,NA,NA,NA,0,0,0,33,23,56,0,0,0,0,2,4,6,0,0,62,0
513,2,Brownsville 2,11,7,4,F,Brownsville,Brownsville,N,N,261,NA,10,23,31,33,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,2,Brownsville 2,11,7,4,M,Brownsville,Brownsville,N,N,294,NA,12,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2,Dahomey 2,11,8,4,F,Dahomey,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,2,Brownsville 2,11,8,4,M,Brownsville,Dahomey,N,L,264,NA,11,2,NA,NA,NA,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,18,0
517,2,Israel 2,11,9,4,F,Israel,Brownsville,N,N,249,NA,10,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,2,Brownsville 2,11,9,4,M,Brownsville,Israel,N,N,271,NA,11,9,NA,NA,NA,33,34,67,2,12,14,0.827160494,0,0,0,1,1,2,0,67,16,0.807228916
519,2,Sweden 2,11,10,4,F,Sweden,Brownsville,N,N,306,NA,12,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,2,Brownsville 2,11,10,4,M,Brownsville,Sweden,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2,Barcelona 2,11,11,4,F,Barcelona,Dahomey,N,N,246,NA,10,8,35,39,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,2,Dahomey 2,11,11,4,M,Dahomey,Barcelona,N,N,268,NA,11,6,NA,NA,NA,0,0,0,0,0,0,0,11,21,32,0,0,0,1,32,0,1
523,2,Brownsville 2,11,12,4,F,Brownsville,Dahomey,N,N,268,NA,11,6,27,31,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,2,Dahomey 2,11,12,4,M,Dahomey,Brownsville,N,N,263,NA,10,1,NA,NA,NA,19,13,32,15,14,29,0.524590164,15,11,26,0,0,0,1,58,29,0.666666667
525,2,Dahomey 2,11,13,4,F,Dahomey,Dahomey,N,L,246,NA,10,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,2,Dahomey 2,11,13,4,M,Dahomey,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
527,2,Israel 2,11,14,4,F,Israel,Dahomey,N,N,294,NA,12,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,2,Dahomey 2,11,14,4,M,Dahomey,Israel,N,N,302,NA,12,16,NA,NA,NA,2,10,12,22,32,54,0.181818182,0,0,0,13,15,28,0,12,82,0.127659574
529,2,Sweden 2,11,15,4,F,Sweden,Dahomey,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,2,Dahomey 2,11,15,4,M,Dahomey,Sweden,N,L,249,NA,10,11,NA,NA,NA,22,34,56,0,0,0,1,9,16,25,0,0,0,1,81,0,1
531,2,Barcelona 2,11,16,4,F,Barcelona,Israel,N,N,249,NA,10,11,57,72,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,2,Israel 2,11,16,4,M,Israel,Barcelona,N,N,267,NA,11,5,NA,NA,NA,10,16,26,20,16,36,0.419354839,0,0,0,14,13,27,0,26,63,0.292134831
533,2,Brownsville 2,11,17,4,F,Brownsville,Israel,N,P,298,NA,12,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2,Israel 2,11,17,4,M,Israel,Brownsville,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
535,2,Dahomey 2,11,18,4,F,Dahomey,Israel,N,L,250,NA,10,12,27,33,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,2,Israel 2,11,18,4,M,Israel,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
537,2,Israel 2,11,19,4,F,Israel,Israel,N,N,244,NA,10,6,33,40,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,2,Israel 2,11,19,4,M,Israel,Israel,N,N,312,NA,13,2,NA,NA,NA,15,12,27,12,21,33,0.45,13,17,30,0,1,1,0.967741935,57,34,0.626373626
539,2,Sweden 2,11,20,4,F,Sweden,Israel,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,2,Israel 2,11,20,4,M,Israel,Sweden,N,P,248,NA,10,10,NA,NA,NA,16,12,28,15,9,24,0.538461538,12,14,26,2,0,2,0.928571429,54,26,0.675
541,2,Barcelona 2,11,21,4,F,Barcelona,Sweden,N,P,267,NA,11,5,18,20,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,2,Sweden 2,11,21,4,M,Sweden,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
543,2,Brownsville 2,11,22,4,F,Brownsville,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,2,Sweden 2,11,22,4,M,Sweden,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
545,2,Dahomey 2,11,23,4,F,Dahomey,Sweden,N,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,2,Sweden 2,11,23,4,M,Sweden,Dahomey,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
547,2,Israel 2,11,24,4,F,Israel,Sweden,N,N,NA,NA,NA,NA,30,24,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,2,Sweden 2,11,24,4,M,Sweden,Israel,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,17,25,42,0,0,0,0,3,1,4,0,0,46,0
549,2,Sweden 2,11,25,4,F,Sweden,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,2,Sweden 2,11,25,4,M,Sweden,Sweden,N,L,267,NA,11,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2,Barcelona 2,12,1,4,F,Barcelona,Barcelona,N,L,275,NA,11,13,16,19,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2,Barcelona 2,12,1,4,M,Barcelona,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
553,2,Brownsville 2,12,2,4,F,Brownsville,Barcelona,N,N,294,NA,12,8,11,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,2,Barcelona 2,12,2,4,M,Barcelona,Brownsville,N,N,267,NA,11,5,NA,NA,NA,0,0,0,14,15,29,0,0,0,0,0,0,0,0,0,29,0
555,2,Dahomey 2,12,3,4,F,Dahomey,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2,Barcelona 2,12,3,4,M,Barcelona,Dahomey,N,L,265,NA,11,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2,Israel 2,12,4,4,F,Israel,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,2,Barcelona 2,12,4,4,M,Barcelona,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
559,2,Sweden 2,12,5,4,F,Sweden,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,2,Barcelona 2,12,5,4,M,Barcelona,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
561,2,Barcelona 2,12,6,4,F,Barcelona,Brownsville,N,N,NA,NA,NA,NA,29,28,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,2,Brownsville 2,12,6,4,M,Brownsville,Barcelona,N,N,270,NA,11,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2,Brownsville 2,12,7,4,F,Brownsville,Brownsville,N,N,246,NA,10,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,2,Brownsville 2,12,7,4,M,Brownsville,Brownsville,N,N,266,NA,11,4,NA,NA,NA,0,0,0,17,30,47,0,0,0,0,0,6,6,0,0,53,0
565,2,Dahomey 2,12,8,4,F,Dahomey,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,2,Brownsville 2,12,8,4,M,Brownsville,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,2,Israel 2,12,9,4,F,Israel,Brownsville,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,2,Brownsville 2,12,9,4,M,Brownsville,Israel,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
569,2,Sweden 2,12,10,4,F,Sweden,Brownsville,N,N,245,NA,10,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,2,Brownsville 2,12,10,4,M,Brownsville,Sweden,N,N,288,NA,12,2,NA,NA,NA,0,0,0,22,36,58,0,0,0,0,0,0,0,0,0,58,0
571,2,Barcelona 2,12,11,4,F,Barcelona,Dahomey,N,N,264,NA,11,2,21,23,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,2,Dahomey 2,12,11,4,M,Dahomey,Barcelona,N,N,294,NA,12,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2,Brownsville 2,12,12,4,F,Brownsville,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,2,Dahomey 2,12,12,4,M,Dahomey,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
